,created_at,favorite_count,id,retweet_count,text,user
14,2015-04-23 14:16:55,0,591244363629535232,2,"RT @GeneticAll_UK: @RobertBuckland help millions affected by #rare,#genetic,#undiagnosed conditions-please #pledge4patients: http://t.co/D5…",@RobertBuckland
15,2015-04-23 14:16:45,0,591244322776965120,3,RT @PositivePracti1: Wishing good luck to our supportive mps over coming weeks @PhilipDaviesMP @NickyMorgan01 @RobertBuckland @JasonMcCartn…,@RobertBuckland
16,2015-04-23 14:03:07,0,591240887922982912,8,RT @RobertFlint: UK borrowed £3 billion less than expected in 2014-5. £11.1 billion less than the year before. Why is that not the headline…,@RobertBuckland
17,2015-04-23 14:02:38,0,591240766388842497,51,"RT @FraserNelson: At last, tax receipts are surging as Osborne’s recovery continues. My blog on today's public finance data: http://t.co/dI…",@RobertBuckland
18,2015-04-23 12:33:37,0,591218366238629888,3,RT @SwindonCarers: #SwindonBusinessShow Anita and Russ from SCC with @RobertBuckland http://t.co/PsCGUAwBFE,@RobertBuckland
19,2015-04-23 12:33:32,0,591218343769743363,2,RT @videowuk: @RobertBuckland showing support for @SwindonBizShow #swindonbizshow http://t.co/AVBIWkyY1C,@RobertBuckland
20,2015-04-23 07:48:56,0,591146721410994176,3,RT @OutsetSwindon: Come &amp; see us on stand 24 at Swindon Business Show today. http://t.co/EOl3xjz8bq,@RobertBuckland
21,2015-04-23 07:46:42,0,591146159332286464,2,RT @lakey1208: So excited Hustings in Swindon tonight @RobertBuckland  @annesnelgrove  looking foward  to it #letthesilentwordbeheard,@RobertBuckland
22,2015-04-22 10:41:46,2,590827832382750720,2,@NewCollSwindon with students before today's #SouthSwindon hustings #GE2015 http://t.co/4IiFIcYgHr,@RobertBuckland
23,2015-04-21 20:50:53,0,590618733728632833,0,"@TheBMA thanks for tonight's #BMAhustings #Swindon #GE15.  Eight debates held, four to go!",@RobertBuckland
24,2015-04-21 17:07:07,0,590562417089912834,4,RT @VisitWiltshire: Not a cloud in sight over #Swindon today! Loving this weather. http://t.co/AT4nqUnEY3,@RobertBuckland
25,2015-04-21 08:55:04,0,590438590322233345,106,RT @CCHQPress: 2m jobs created since 2010 &amp; our #LongTermPlan &amp; #JobsManifesto will create millions more. #VoteConservative http://t.co/oCP…,@RobertBuckland
26,2015-04-21 08:54:37,0,590438476811763712,2,@KingOfCairos perhaps we should have a local poll to decide!,@RobertBuckland
27,2015-04-21 08:08:45,0,590426936624680961,1,@KingOfCairos @kentishtowner I am a blue plaque fan and would be happy to help,@RobertBuckland
28,2015-04-20 21:41:36,0,590269105283932160,1,RT @lakey1208: @RobertBuckland @SwindonAsdADHD  are looking so foward to The Hustings this week  main goal is always to raise Awareness,@RobertBuckland
29,2015-04-20 20:03:48,0,590244496752959488,89,RT @George_Osborne: There is a simple choice: a strong plan with David Cameron or economic chaos &amp; South West ignored by Ed Miliband &amp; Scot…,@RobertBuckland
30,2015-04-20 15:56:40,0,590182300597497858,0,@WeLoveDarkroom @JTomlinsonMP doing an event at New College then,@RobertBuckland
31,2015-04-20 07:52:42,1,590060506246938624,8,"#Swindon is a town on the up. Don't let Labour, propped up by the  SNP bring it down again.  Vote conservative on... http://t.co/mVYySLWZBn",@RobertBuckland
32,2015-04-19 13:54:12,0,589789094902902784,5,RT @AlanHolmes1: Tickets From HOLMES MUSIC @swindonlink @inSwindon @SwindonWeb @Brunelswindon @swindonadver @TotalSwindon http://t.co/AqTOT…,@RobertBuckland
33,2015-04-18 07:31:54,0,589330498167709697,498,"RT @BBCRealityCheck: Hague is right; more council homes were built in 5 yrs of coalition (9,230) than 13 of Labour (6,400) #GE2015 #BBCDeba…",@RobertBuckland
34,2015-04-18 07:31:06,0,589330298099388416,173,"RT @Conservatives: RETWEET: Experts agree – our long term plan is working and building a brighter, more secure future.#GE2015 http://t.co/o…",@RobertBuckland
35,2015-04-17 21:32:29,0,589179649630068737,28,RT @CCHQPress: Today marks a milestone moment: 2 MILLION more people in work under the @Conservatives - let's keep going http://t.co/hcirG4…,@RobertBuckland
36,2015-04-17 21:23:51,0,589177474887655424,0,@helenbroorganic enjoyed tonight's #GE15 hustings at The Royal Oak in Bishopstone #southswindon.  Great to see a full house!,@RobertBuckland
37,2015-04-17 11:46:14,0,589032115817287680,81,RT @George_Osborne: Highest employment rate on record. Employment is bedrock of economic security. More jobs at heart of next Conservative …,@RobertBuckland
38,2015-04-17 09:06:39,0,588991954060476418,16,"RT @CCHQPress: Over the last year 80 per cent of the 557,000 jobs created are FULL-TIME: that's more people with the security of a regular …",@RobertBuckland
39,2015-04-17 06:48:45,0,588957249835507712,1,"RT @MatthewRDavis85: Great to see so many @RobertBuckland posters up, in and around Wroughton, on this beautiful sunny morning! #ELECTION20…",@RobertBuckland
40,2015-04-16 21:26:44,0,588815815144792064,9,RT @SwindonWeb: Huge congrats to new @OutsetSwindon Ambassadors @KaroliinaSHD @Wendy_H_flowers @LMcakemaker @Anjelica1956 http://t.co/s0NDy…,@RobertBuckland
41,2015-04-16 12:44:24,0,588684363866439680,8,RT @TorySwindon: 98.1% of #Swindon parents able to get their children into one of their 3 Primary School choices. Something to be proud of …,@RobertBuckland
42,2015-04-16 12:43:01,0,588684017324687360,9,RT @AGO_UK: Court of Appeal has increased suspended 2 yr sentence of Harrison Cooper for wounding with intent to 3 ½ yrs’ immediate impriso…,@RobertBuckland
43,2015-04-16 12:28:20,8,588680320230281216,9,Another beautiful day in #Swindon #GE2015 #Conservative http://t.co/GYqRFyqR7h,@RobertBuckland
44,2015-04-16 09:20:57,0,588633166505758720,4,"RT @TorySwindon: 93% into 1st choice, 96.7% into top 2 &amp; 98.1% in top 3 choices. @CllrDavidRenard @JTomlinsonMP @RobertBuckland #Swindon a …",@RobertBuckland
45,2015-04-15 20:53:33,2,588445073861390336,3,Thanks to #Swindon Churches Together for tonight's #SouthSwindon hustings event #GE2015,@RobertBuckland
46,2015-04-15 18:35:05,0,588410231576727552,0,@dionnebrooker ok I have followed you so we can dm,@RobertBuckland
47,2015-04-15 17:07:13,4,588388115678650368,1,Lovely day for doorknocking in Wanborough with the #Conservative team #GE2015 #southswindon http://t.co/1Mg6mKWZ0c,@RobertBuckland
48,2015-04-15 07:44:13,0,588246435172392960,4,RT @bailey77: @Thinningontop @RobertBuckland I also haven't forgotten 1997-2010 and think Labour would be awful for economy when it's on th…,@RobertBuckland
49,2015-04-14 22:18:17,0,588104011502514180,14,RT @WalkerWorcester: @f40campaign here's the vital wording in @Conservatives manifesto #fairfunding £390 million secured &amp; more to come htt…,@RobertBuckland
50,2015-04-14 21:50:30,0,588097021178949634,5,RT @utcswindon: UTC #Swindon principal @DenchBarker here with @NickyMorgan01 at the #ConservativeManifesto announcement! @Number10gov http:…,@RobertBuckland
51,2015-04-14 21:50:04,0,588096910168367104,9,RT @utcswindon: .@David_Cameron and @DenchBarker talking about what the utc #swindon students are learning and their future direction http:…,@RobertBuckland
52,2015-04-14 21:49:08,0,588096675056644096,7,RT @bailey77: Under the Labour visit to Swindon we lost to Bristol City under a Tory visit we won 4-2 away - that alone gets my vote #gener…,@RobertBuckland
53,2015-04-14 21:13:51,1,588087796696535041,0,@jp9290 sounds good to me!  Thanks.,@RobertBuckland
54,2015-04-14 18:39:31,0,588048959324745730,523,"RT @David_Cameron: This is a great country, and we can be greater still. Let's finish what we have begun and secure a brighter future. http…",@RobertBuckland
55,2015-04-14 18:38:35,0,588048723659358208,6,RT @swindonlink: Swindon’s tired image receives a makeover with new road signs welcoming visitors to the town http://t.co/gFJxCXEs6e http:/…,@RobertBuckland
56,2015-04-14 18:37:25,0,588048429869334529,6,RT @swindonlink: Entire Tory cabinet comes to Swindon to launch manifesto. http://t.co/WVu9jzhdc6…/conservatives-choose-south-swindo…/ http…,@RobertBuckland
57,2015-04-14 15:38:39,0,588003442792259584,311,"RT @David_Cameron: We're the party of working people, offering not just low income tax but NO income tax for workers on the minimum wage ht…",@RobertBuckland
58,2015-04-14 15:20:13,0,587998802143006720,3,RT @FLICWiltshire: Swindon: The town of choice for Cameron as he launches Conservative manifesto http://t.co/RoG5VPjt3K  @RobertBuckland @J…,@RobertBuckland
59,2015-04-14 15:14:39,0,587997400687632384,1,RT @TorySwindon: Fewer than 23 days to go until #GE2015 - Join @JTomlinsonMP @RobertBuckland and council candidates out in the #Swindon sun…,@RobertBuckland
60,2015-04-14 15:14:30,0,587997363295354880,6,RT @NickyMorgan01: Delighted to join @JTomlinsonMP &amp; @RobertBuckland for launch of @Conservatives manifesto at @utcswindon today https://t.…,@RobertBuckland
61,2015-04-14 15:14:28,0,587997353363251200,9,RT @ClaireEllis_: @RobertBuckland @LordCourtown @chrisjohnking @RodBluh great to be joined by Theresa May canvassing Old Town #Swindon http…,@RobertBuckland
62,2015-04-14 13:58:59,2,587978360757837825,4,#Swindon #ConservativeManifesto launch heralds an end to income tax for workers on minimum wage #GE15,@RobertBuckland
63,2015-04-14 13:52:17,4,587976673238331392,2,Thanks to @utcswindon for today's Conservative Manifesto Launch- childcare reforms a big boost for families #GE2015,@RobertBuckland
64,2015-04-14 13:48:49,1,587975799527055360,0,"@photopeted great work, Peter",@RobertBuckland
65,2015-04-14 13:47:19,0,587975421389594625,6,RT @JamesPhippsExc: @JTomlinsonMP Great to meet #davidcameron in #Swindon to launch #tory manifesto. Only one leader in this contest... htt…,@RobertBuckland
66,2015-04-14 13:45:08,0,587974873328316416,4,RT @Gateway2TheWest: The Prime Minister's arrival in Swindon to launch the Conservative Manifesto. @RobertBuckland @JTomlinsonMP #GE2015 ht…,@RobertBuckland
68,2015-04-14 13:34:54,0,587972298767990784,6,RT @JamesGray4MP: Out supporting @RobertBuckland in #SouthSwindon with the #HomeSecretary #TheresaMay #reelectrobertbuckland http://t.co/Ji…,@RobertBuckland
67,2015-04-14 13:34:54,0,587972299787259904,4,RT @Alex_Williams_1: Great to see @JTomlinsonMP &amp; @RobertBuckland at the #ConservativeManifesto launch! #Swindon is a town on the up! http:…,@RobertBuckland
69,2015-04-14 13:34:46,0,587972263569403904,5,RT @LeoDochertyUK: Found strong support for @RobertBuckland and @ClaireEllis_ among Swindon residents today @Conservatives http://t.co/zUTS…,@RobertBuckland
70,2015-04-14 09:36:49,0,587912382090977280,8,"RT @brunonewswilts: @RobertBuckland, @JTomlinsonMP and the media wait for the #Conservative manifesto unveiling #Swindon @swindonadver http…",@RobertBuckland
71,2015-04-14 08:57:40,0,587902530954334208,2,"RT @CartoConsult: @JTomlinsonMP @RobertBuckland Swindon really is on the up, hope it goes well!",@RobertBuckland
72,2015-04-14 07:21:33,0,587878339559497728,4,"RT @TorySwindon: ""@TobyElliottUK: #Swindon front and centre for the @Conservatives today as we outline our plan for the future""",@RobertBuckland
73,2015-04-14 07:20:24,0,587878049967960065,1,RT @MuseumandArt: A great painting of cottages at the Railway Village in #Swindon by Charles White (1977) from our collection http://t.co/J…,@RobertBuckland
74,2015-04-14 06:24:33,0,587863994892943360,223,RT @David_Cameron: The @Conservatives are the party of working people: we're giving 1.3m housing association tenants the right to buy their…,@RobertBuckland
75,2015-04-14 06:15:02,0,587861603003006976,2,RT @swindonadver: [Swindon News] VIDEO: General Election 2015 candidate profile - Robert Buckland (Conservative): BARRIE HUDSON ... http://…,@RobertBuckland
76,2015-04-14 06:12:51,0,587861050764218368,5,RT @heartwiltsnews: #HeartNews David Cameron to reveal the Conservative party election manifesto in #Swindon later. http://t.co/Jo9HImBE5k,@RobertBuckland
77,2015-04-13 07:29:56,0,587518063949586432,10,"RT @MuseumandArt: Good luck from Swindon this #MewseumMonday, with this charming old postcard from our collection @CuratorialCats http://t.…",@RobertBuckland
78,2015-04-13 07:24:42,0,587516744392114176,2,"RT @swindonlink: Thamesdown Drive public meeting, West Swindon this Tuesday, 14 April. Please RT @RobertBuckland @annesnelgrove http://t.co…",@RobertBuckland
79,2015-04-12 07:37:31,0,587157583963774976,5,RT @Gateway2TheWest: When the sun shines in Swindon it does brighten the place up. http://t.co/jbSeBRUJl8,@RobertBuckland
80,2015-04-12 07:37:19,1,587157533032390656,0,@Jennifergaunt11 yes thanks; trying not to get too footsore! #Swindon #GE2015,@RobertBuckland
81,2015-04-12 07:25:29,0,587154555835658242,3,RT @TorySwindon: The @Conservatives are on the side of hardworking commuters. #RailFares #FuelDuty http://t.co/4cYlLxaczM http://t.co/Ypbq0…,@RobertBuckland
82,2015-04-11 19:53:09,0,586980326238371840,74,RT @Conservatives: A strong #NHS needs a strong economy - and that's what the #Conservative Party will deliver: http://t.co/hrFHjFMWCF http…,@RobertBuckland
83,2015-04-11 18:21:53,0,586957356262678528,2,RT @raysswindon: BREAKING NEWS! We'll be open 7 days next week (11am-6pm). The weather forecast is looking so good for the early... http://…,@RobertBuckland
84,2015-04-11 18:21:47,0,586957332317351936,306,RT @Conservatives: RETWEET to show you're backing the @Conservatives. http://t.co/hEm8FIX7GL,@RobertBuckland
85,2015-04-11 07:44:16,0,586796895617622016,0,@RichardRbw got in my diary for 7pm.  See you then.,@RobertBuckland
86,2015-04-11 07:42:46,1,586796515504578560,1,@eldenecommunity thanks for an excellent evening #Swindon #GE2015,@RobertBuckland
87,2015-04-11 07:41:58,0,586796314463178752,0,@AnnetteMilsom an excellent discussion; thanks to Eldene Residents Association for organising it #Swindon #GE2015,@RobertBuckland
88,2015-04-10 22:00:13,0,586649913527771137,308,RT @Conservatives: We will commit to a minimum real-terms increase in NHS funding of £8bn in the next five years: http://t.co/hrFHjG4y1f ht…,@RobertBuckland
89,2015-04-10 07:12:20,0,586426469884112896,290,RT @Aggerscricket: Here is that interview. Richie chatting to me for an hour. Marvellous. http://t.co/Vi01odxF4L http://t.co/abGd301ljC,@RobertBuckland
90,2015-04-09 20:32:34,0,586265469771997184,6,RT @TorySwindon: @WilliamJHague visiting @PebleyBeach in #Swindon with @RobertBuckland &amp; @JTomlinsonMP http://t.co/7sdJqzttL2,@RobertBuckland
91,2015-04-09 20:32:22,0,586265415753605121,13,"RT @JTomlinsonMP: Celebrating 7,000 new apprentices in #Swindon  - @PebleyBeach with @RobertBuckland &amp; @WilliamJHague #Positive #Growth htt…",@RobertBuckland
92,2015-04-09 20:32:03,0,586265338158960640,5,RT @SwindonWeb: @WilliamJHague was @PebleyBeach  in #Swindon today with @JTomlinsonMP &amp; @RobertBuckland. Find out why here. https://t.co/N0…,@RobertBuckland
93,2015-04-09 13:14:50,6,586155310756298752,8,With @williamjhague @jtomlinsonmp @PebleyBeach #Swindon celebrating more apprenticeships under this Govt-more to come http://t.co/aVLRYV6d4n,@RobertBuckland
94,2015-04-08 19:18:47,0,585884511709356032,2,RT @juliegirling: Out this afternoon in South Swindon with @RobertBuckland and the team in glorious sunshine http://t.co/ts2hMk9hg6,@RobertBuckland
95,2015-04-08 16:31:43,0,585842469562142720,5,RT @TorySwindon: Thank you to all of the helpers turning out individually from around #Swindon &amp; across the country to help @JTomlinsonMP &amp;…,@RobertBuckland
96,2015-04-06 21:53:59,0,585198793248866305,0,@edwardnorthey thanks Ed-hope that you and yours are flourishing in Barrow.,@RobertBuckland
97,2015-04-06 21:23:45,0,585191184278151168,111,"RT @sbaroncohen: Very welcome news: Microsoft is hiring people with autism http://t.co/Sn5k9wOnUO, following the example of SAP http://t.co…",@RobertBuckland
98,2015-04-06 20:00:28,1,585170226171531264,3,"Now that the General Election campaign has been running for over a week, I am asking that you re-elect me as the... http://t.co/HEESo7mH06",@RobertBuckland
99,2015-04-06 14:40:00,0,585089577624416256,2,"RT @swindonadver: [Swindon News] Pay up to build here, firms told: DEVELOPERS will now have to pay a set amount towards communit... http://…",@RobertBuckland
100,2015-04-06 13:36:57,0,585073709951623168,0,@matt_mahon local repair fund has been increased by SBC and Govt - let me know specifics by emailing me,@RobertBuckland
101,2015-04-06 12:30:55,0,585057093314568192,0,@matt_mahon no; there is a separate election for one third of #SBC Councillors on the same day as #GE2015 election of MPs,@RobertBuckland
102,2015-04-06 12:28:49,0,585056566547718144,4,RT @GrDiplomat: See how @RobertBuckland cares about his #constituents and those with #autism http://t.co/RDAtDyGhls #goodluck #gdiawards,@RobertBuckland
103,2015-04-05 08:20:36,0,584631710744190977,24,"RT @CCHQPress: Read @George_Osborne's interview in @Telegraph, as we pledge to get 2.4 million first-time buyers onto housing ladder http:/…",@RobertBuckland
104,2015-04-05 07:55:17,4,584625340347244544,3,Wishing everyone a very Happy and peaceful Easter.  Some people in this house are getting too egg-cited.  Geddit?,@RobertBuckland
105,2015-04-04 16:54:39,0,584398686618263554,2,RT @TorySwindon: Teams across #Swindon today supporting @JTomlinsonMP @RobertBuckland and local candidates,@RobertBuckland
106,2015-04-03 20:36:50,0,584092216282447873,1,RT @AutismFunday: http://t.co/B4Pq2JNvH0,@RobertBuckland
107,2015-04-03 19:31:48,0,584075847675551744,663,"RT @falklands_utd: RT if you're in support of democracy, freedom and our right to self-determination. #Falklands http://t.co/vvGfEdQuuH",@RobertBuckland
108,2015-04-03 19:29:37,0,584075297718456321,1474,RT @falklands_utd: 33 years ago today Argentina invaded the #Falklands - How many RT's for those that would liberate us 74 days later? http…,@RobertBuckland
109,2015-04-03 11:46:48,0,583958828749815808,11,RT @phoenixdoc: @TimSwinyard @RobertBuckland @JTomlinsonMP Both excellent constituency representatives. Worth voting for whatever your poli…,@RobertBuckland
110,2015-04-03 08:10:04,0,583904285714423808,345,"RT @itvnews: Most capable of leading the UK #leadersdebate @ComResPolls: Cameron 40%, Miliband 28%, Farage 10%, Clegg 4%, Sturgeon 8%, Benn…",@RobertBuckland
111,2015-04-03 08:09:50,0,583904226784468992,13,RT @AnnaKennedy1: World Autism Awareness Day 2015: 16 autism myths debunked http://t.co/PBdcJID9TS via @MetroUK,@RobertBuckland
112,2015-04-03 08:03:33,0,583902644189683712,534,RT @MartinSLewis: The Miliband argument on tuition fees really infuriates me - it only help RICH graduates - here's why http://t.co/nDfvfI0…,@RobertBuckland
113,2015-04-03 08:03:21,0,583902593254031360,26,"RT @paulwaugh: RT @britainelects: #LeadersDebate snappoll average:
Cameron 22.0%
Miliband 21.5%
Farage 21.0%
Sturgeon 20.0%
Clegg 8.5%
Benn…",@RobertBuckland
114,2015-04-02 20:58:39,0,583735316789473280,14,RT @LouiseMensch: Diolch yn Fawr vote @WelshConserv #Wales #leadersdebate,@RobertBuckland
115,2015-04-02 20:58:25,1,583735260166389760,3,"@David_Cameron Security for you, your family and our country #leadersdebate calm, cool, clear #GE2015 #VoteConservative",@RobertBuckland
116,2015-04-02 20:47:37,0,583732539367550976,114,"RT @FraserNelson: Cameron handles the outburst from the floor v well,  answers her point about veterans with mental health issues.",@RobertBuckland
117,2015-04-02 20:33:17,0,583728935248207873,13,"RT @TorySwindon: It's clear, the @Conservatives our on the side of #hardworkingpeople - 572 people in #Swindon have bought a home with Help…",@RobertBuckland
118,2015-04-02 20:33:09,0,583728901689626627,22,RT @CCHQPress: .@David_Cameron it's important to be able to look forward to dignity &amp; security in old age - so we've safeguarded pensions #…,@RobertBuckland
119,2015-04-02 20:31:12,0,583728410217881600,33,RT @IsabelHardman: Miliband nearly went for a walk on Hampstead Heath just then,@RobertBuckland
120,2015-04-02 20:30:11,0,583728153786482690,141,RT @FactCheck: It's true. Tories haven't cut the NHS: http://t.co/0Cuoi5e1JU Labour said they wouldn't ringfence NHS: http://t.co/wGvHDpQ6Q6,@RobertBuckland
121,2015-04-02 20:30:02,0,583728114016071681,38,"RT @CCHQPress: 2.2 million new apprenticeships under @Conservatives - again, while others talk the talk, we deliver #leadersdebate http://t…",@RobertBuckland
122,2015-04-02 20:28:08,0,583727636259729411,77,"RT @CCHQPress: On subject of Europe, under the @Conservatives UK has created more jobs than rest of Europe combined #leadersdebate http://t…",@RobertBuckland
123,2015-04-02 20:20:46,6,583725785254645760,11,Cameron is #theonlyprimeministerintheroom,@RobertBuckland
124,2015-04-02 20:08:50,0,583722781751246848,15,RT @CllrDavidRenard: The Conservatives is the only party with a clear plan &amp; its working. keep the plan going &amp; secure a better future for …,@RobertBuckland
125,2015-04-02 20:02:41,0,583721234300592129,39,RT @CCHQPress: Only Conservatives can fund the NHS #leadersdebate http://t.co/fWc2dFE53D,@RobertBuckland
126,2015-04-02 20:02:01,0,583721066813612032,25,"RT @dsmitheconomics: Cameron did better than Miliband on the NHS, it seemed to me.",@RobertBuckland
127,2015-04-02 19:50:11,1,583718085242331138,2,@David_Cameron right to talk about #dementia and better weekend hospital care in the NHS #realissues,@RobertBuckland
128,2015-04-02 19:45:31,0,583716910522638336,1,"RT @DavidHughesPA: Cameron says strong NHS needs strong economy. Labour's economic plans would ""wreck the NHS"", he adds.",@RobertBuckland
129,2015-04-02 19:31:03,5,583713271074664448,6,Labour and SNP bickering gives us an impression of the chaos that could come if Britain makes the wrong choice #leadersdebate,@RobertBuckland
130,2015-04-02 19:11:13,0,583708279668375553,53,RT @FullFact: UK is the fastest growing economy in G7 last year https://t.co/RJbytH6uco #leadersdebate #ge2015 http://t.co/nt61GXU7ZB,@RobertBuckland
131,2015-04-02 19:11:00,0,583708227847729152,66,RT @Jeremy_Hunt: #LeadersDebate Mili says NHS going backwards but this table shows under coalition became best in world http://t.co/QmOJqC8…,@RobertBuckland
132,2015-04-02 19:07:53,5,583707443642896384,9,#leadersdebate @David_Cameron talking about jobs and recovery-that's how we pay for better public services #forwardnotback,@RobertBuckland
133,2015-04-02 19:06:17,0,583707039442042881,14,RT @CCHQPress: Today another 1000 people found work and the security of a paypacket for them and their families #leadersdebate http://t.co/…,@RobertBuckland
134,2015-04-02 17:26:35,0,583681949706883072,0,@dubsman thanks for the link-watched it and recognised many of the participants!  Will do my best #positivepolitics,@RobertBuckland
135,2015-04-02 12:49:54,10,583612318329790464,11,#WorldAutismAwarenessDay2015 high in my thoughts even during #GE2015 . I am the proud parent of a 12 year old girl with autism.,@RobertBuckland
136,2015-04-02 08:30:17,0,583546985518657536,0,@JeremyCliffe congratulations,@RobertBuckland
137,2015-04-01 21:59:34,0,583388258228391936,698,"RT @BorisJohnson: Good evening Twittersphere. This is Boris, communicating to you live and direct. Watch this space for my updates from the…",@RobertBuckland
138,2015-04-01 19:03:08,0,583343858383265792,3,"RT @TorySwindon: ""@TimSwinyard: No points for guessing how we're voting @RobertBuckland http://t.co/a9HU2vhMJf""",@RobertBuckland
139,2015-04-01 19:03:04,0,583343842033827841,2,RT @hannahl_cableuk: @RobertBuckland Swindon to get superfast broadband via 4G mobile network: http://t.co/pXZGscNL6n RT?,@RobertBuckland
140,2015-04-01 19:03:01,0,583343828784021504,4,RT @RobHoll: Great to see @RobertBuckland supporting @mencap_charity + people with a learning disability! #hearmyvoice https://t.co/3RVwv3L…,@RobertBuckland
141,2015-04-01 08:24:27,0,583183128539357184,3,"RT @MPudney: @RobertBuckland Robert wishing you good luck in the campaign,we need more One Nation MPs like you elected on May 7",@RobertBuckland
142,2015-03-31 19:36:29,0,582989864133529600,4,RT @TorySwindon: Thrilled at how many supporters of other parties are saying they're supporting @RobertBuckland &amp; @JTomlinsonMP as strong v…,@RobertBuckland
143,2015-03-31 18:14:59,0,582969355241148416,3,RT @TimSwinyard: No points for guessing how we're voting @RobertBuckland http://t.co/usBuaDJPRy,@RobertBuckland
144,2015-03-31 17:18:10,0,582955056292601857,1,@TorySwindon @SWChris thanks for sorting out my coding issue on website - @edballsmp could do with similar help ! http://t.co/i8YUpaqFgO,@RobertBuckland
145,2015-03-31 12:57:08,1,582889363400445953,1,Thank you for all the messages of support and good luck wishes from supporters and residents across the political divide #positivepolitics,@RobertBuckland
146,2015-03-31 12:46:42,2,582886736570744832,2,Thank you for all the good luck messages &amp; support received from supporters and residents across the political divide #positivepolitics,@RobertBuckland
147,2015-03-31 11:43:08,0,582870742578135040,4,RT @Ashleyfoxmep: An excellent turnout to support the hard working @RobertBuckland in Swindon South. http://t.co/4SMGzBJ8pm,@RobertBuckland
148,2015-03-31 09:12:54,0,582832931829346304,70,RT @JTomlinsonMP: Ed Balls comes to #Swindon to talk down the economy on the day Honda announce £200m investment in #Swindon - we are a tow…,@RobertBuckland
149,2015-03-31 08:32:52,0,582822860563025920,8,RT @CJJournalist: Great news for Swindon's economy as Honda announce plans to build the new Civic in the town. http://t.co/rJcJdqXa9l,@RobertBuckland
150,2015-03-31 08:06:05,4,582816117661569024,3,"Looks as if the Civic will be exported worldwide from #Swindon, which is a welcome widening of the market for @Honda_UK #growth",@RobertBuckland
151,2015-03-31 07:57:55,0,582814064461611009,5,RT @PositivePracti1: Wishing all our ass. member MPs good luck in their campaigns @lucianaberger @JasonMcCartney @RobertBuckland @jreynolds…,@RobertBuckland
152,2015-03-31 07:57:08,4,582813866041745408,5,Honda's £200m vote of confidence in #Swindon and UK economy all part of our economic recovery #jobsandgrowth,@RobertBuckland
153,2015-03-31 07:54:48,0,582813280919519232,2,RT @itvwestcountry: £200m Honda investment secures thousands of jobs in Swindon  http://t.co/7M3T173x4z,@RobertBuckland
154,2015-03-31 07:54:42,0,582813254688333824,7,RT @BBCWiltshire: NEWS: A £200m investment has been announced by the car giant Honda - who've confirmed their new Civic model will be produ…,@RobertBuckland
155,2015-03-31 07:54:31,0,582813206265085953,17,RT @guardian: Honda unveils £200m upgrade to Swindon car plant http://t.co/klWdZjirch,@RobertBuckland
156,2015-03-30 21:32:21,0,582656635115552768,0,@SWChris it says I am Conservative Candidate and was changed yesterday.,@RobertBuckland
